rank,workers,company,state_s,city,metro,growth,revenue,industry,yrs_on_list
928,75,Moore Family Hearing Company,CA,Roseville,Sacramento--Arden-Arcade--Roseville CA,485.1412,12373664,Health,2
929,50,Ace Metrix,CA,Mountain View,San Jose,485.0856,10043398,Advertising & Marketing,1
930,63,Initials,GA,Clarkesville,Cornelia GA,483.8643,17786245,Retail,3
931,108,Behavioral Health Works,CA,Garden Grove,Los Angeles,483.5787,4402856,Health,1
932,65,Netmark,ID,Idaho Falls,Idaho Falls ID,483.3171,6026144,Advertising & Marketing,2
933,81,Lifes2Good,IL,Chicago,Chicago,483.217,16187101,Consumer Products & Services,2
934,36,TrendyMinds,IN,Indianapolis,Indianapolis IN,482.7898,4771539,Advertising & Marketing,2
935,21,MyDealerLot,GA,Roswell,Atlanta,482.7486,2871074,Business Products & Services,1
936,42,MindPoint Group,VA,Springfield,Washington DC,481.6798,8546022,Security,1
937,86,Nutiva,CA,Richmond,San Francisco,481.6327,69926685,Food & Beverage,6
938,19,Global Forwarding,NJ,Manalapan,New York City,480.3505,8636022,Logistics & Transportation,2
939,16,Media Vision USA,CA,Oakland,San Francisco,480.1241,10044622,Business Products & Services,2
940,13,Wall Street Network Solutions,NJ,Parsippany,New York City,479.7559,10065107,Telecommunications,3
941,135,Posh Technologies,WA,Redmond,Seattle,478.3969,5831137,IT Services,1
942,250,Alliance Security,RI,Warwick,Providence-New Bedford-Fall River RI-MA,478.3744,14537862,Security,4
943,32,PharmaPoint,AL,Birmingham,Birmingham-Hoover AL,478.0726,7306081,Health,2
944,45,Richter10.2 Media Group,CA,San Jose,San Jose,477.9019,2795976,Advertising & Marketing,2
945,12,Symbionce Financial Solutions,NJ,East Hanover,New York City,477.6645,3269529,Financial Services,1
946,117,Power Grid Engineering,FL,Winter Springs,Orlando FL,476.4187,14563398,Engineering,2
947,250,NSR Solutions,MD,Rockville,Washington DC,476.3796,11510290,Government Services,2
948,11,SeQuel Response,MN,Eden Prairie,Minneapolis,476.0575,10986534,Advertising & Marketing,1
949,92,Fingerpaint,NY,Saratoga Springs,Albany-Schenectady-Troy NY,475.6549,18680000,Advertising & Marketing,2
950,47,VariQ,MD,Rockville,Washington DC,474.654,18682000,Government Services,5
951,403,Bosque Systems,TX,Fort Worth,Dallas,474.4075,81527934,Energy,1
952,16,GINIA,VA,Alexandria,Washington DC,473.9823,3243000,Government Services,1
953,9,Edge Velocity,NH,Salem,Boston,473.2331,2002160,Telecommunications,1
954,11,The Ticket Experience,TX,Houston,Houston,473.1988,20951470,Retail,4
955,36,Indique Hair,MA,Boston,Boston,471.7116,7087017,Retail,3
956,25,PlayMaker CRM,TN,Franklin,Nashville,471.3306,2821436,Software,2
957,36,Wilson Legal Solutions,PA,Newtown Square,Philadelphia,471.2581,8297735,IT Services,2
958,38,MACK Companies,IL,Tinley Park,Chicago,471.2536,46250100,Real Estate,1
959,320,Wireless Communications,SC,Greenville,Newberry SC,471.134,45428000,Retail,3
960,24,The Wasmer Company,WI,New Holstein,Appleton WI,470.0326,6264054,Energy,1
961,26,Konnect Public Relations,CA,Los Angeles,Los Angeles,469.5599,2341603,Advertising & Marketing,1
962,30,JB Cosmetics,CA,Corona,Riverside-San Bernardino-Ontario CA,468.4197,7801453,Consumer Products & Services,2
963,66,Lumen21,CA,Orange,Los Angeles,468.3353,5701875,IT Services,1
964,20,ARI Logistics,AL,Birmingham,Birmingham-Hoover AL,467.9046,16400794,Logistics & Transportation,1
965,675,Technical Engineering Consultants,MI,Troy,Detroit,467.6506,45194260,Human Resources,1
966,4,The Mass Media Group,SC,Greenville,Greenville-Mauldin-Easley SC,467.2308,6086228,Advertising & Marketing,1
967,275,Thrillist Media Group,NY,New York,New York City,465.5602,83069000,Media,5
968,133,Bizo,CA,San Francisco,San Francisco,465.0702,37100289,Advertising & Marketing,3
969,45,RevolutionEHR,WI,Madison,Madison WI,465.0479,5528700,Software,3
970,14,Billiards.com,OR,Portland,Portland OR,464.198,8027815,Retail,1
971,60,Blink Reaction,NJ,Manalapan,New York City,463.278,5266176,IT Services,2
972,78,Integrity Express Logistics,OH,Blue Ash,Cincinnati,462.9459,49339328,Logistics & Transportation,3
973,87,Benaissance,NE,Omaha,Omaha-Council Bluffs NE-IA,461.1983,9913180,Insurance,1
974,65,Gatesman+Dave,PA,Pittsburgh,Pittsburgh PA,460.2266,36593517,Advertising & Marketing,2
975,116,Clearent,MO,Clayton,St. Louis MO-IL,459.7678,80981529,Financial Services,3
976,2,IT Partners (Bethel Park PA),PA,Bethel Park,Pittsburgh PA,459.1302,2001731,IT Services,1
977,100,Silverline,NY,New York,New York City,458.6195,16098296,IT Services,1
978,515,A. Marshall Family Foods,TN,Franklin,Nashville,457.4853,13733550,Food & Beverage,1
979,73,Kanta Electric,NY,Woodside,New York City,457.3871,28221630,Construction,1
980,55,Kovarus,CA,San Ramon,San Francisco,456.5548,117377345,IT Services,3
981,115,Communication Infrastructure Corporation,CA,Oxnard,Oxnard-Thousand Oaks-Ventura CA,456.2166,35114684,Telecommunications,2
982,25,FlashBanc,FL,Boca Raton,Miami,455.4194,2039500,Financial Services,1
983,6,Fisher Wallace Laboratories,NY,New York,New York City,455.3728,2119497,Health,1
984,15,Motivate Design,NY,New York,New York City,455.2561,2060000,Business Products & Services,1
985,6,Fresh Consulting,WA,Bellevue,Seattle,455.064,4768000,IT Services,2
986,800,OtterBox,CO,Fort Collins,Boulder CO,455.0489,923607000,Consumer Products & Services,7
987,7,Foodlinks,KS,Overland Park,Kansas City MO-KS,454.7134,9483724,Food & Beverage,1
988,9,ChiroHealthUSA,MS,Flowood,Jackson MS,454.345,2774419,Health,1
989,65,Six Dimensions,CA,San Ramon,San Francisco,454.2841,9640286,IT Services,3
990,44,Quest Group,GA,Atlanta,Atlanta,454.1161,13624329,Human Resources,1
991,25,Globeimmune,CO,Louisville,Boulder CO,453.5398,22518000,Health,1
992,280,Keller Williams Legacy Partners,MD,Baltimore,Baltimore,453.2027,8469484,Real Estate,1
993,12,Victory Marketing Agency,FL,Fort Myers,Cape Coral-Fort Myers FL,452.9429,2946594,Advertising & Marketing,2
994,16,Grass Roots Meetings & Events,NY,New York,New York City,452.5294,4149496,Business Products & Services,1
995,687,FastMed Urgent Care,NC,Clayton,Raleigh-Cary NC,452.185,51048267,Health,2
996,75,Adroit Associates,NJ,Iselin,New York City,449.7586,7702481,IT Services,2
997,35,Reed Integration,VA,Suffolk,Virginia Beach-Norfolk-Newport News VA-NC,448.419,4695860,Government Services,2
998,58,Three Twins Ice Cream,CA,Petaluma,San Francisco,448.1425,6695320,Food & Beverage,2
999,21,HVAC.com,OH,Monroe,Cincinnati,447.9552,10245310,Retail,3
1000,78,ReverbNation,NC,Durham,Durham NC,447.1142,17541235,Software,2
1001,4,Revenue Universe,FL,Sarasota,Panama City-Lynn Haven FL,446.557,7148086,Advertising & Marketing,2
1002,20,Potenza,LA,Lafayette,Lafayette LA,446.5286,2162537,Advertising & Marketing,1
1003,278,PinnacleAIS,TX,Pasadena,Houston,444.81,34802761,Energy,3
1004,136,Gazelle,MA,Boston,Boston,444.5509,116099931,Consumer Products & Services,5
1005,87,Trident Technologies,AL,Huntsville,Huntsville AL,444.263,11630063,Government Services,1
1006,48,Brad's Deals,IL,Chicago,Chicago,444.1716,17506000,Consumer Products & Services,1
1007,103,QuarterLine,VA,McLean,Washington DC,442.6587,14691400,Health,1
1008,23,Largetail,NY,New York,New York City,441.7989,5120000,Advertising & Marketing,2
1009,13,Hudson Fiber Network,NJ,Paramus,New York City,441.7443,14243000,Telecommunications,1
1010,210,Unitrends,SC,Columbia,Columbia SC,441.1668,54398909,IT Services,4
1011,8,Madécasse Chocolate,NY,Brooklyn,New York City,440.5915,2571053,Food & Beverage,1
1012,38,Ivy Exec,NY,New York,New York City,439.6213,3253393,Human Resources,2
1013,360,LGS Industries,IN,Middlebury,Elkhart-Goshen IN,439.3516,50874967,Consumer Products & Services,1
1014,5,Convoy Technologies,CA,Newport Beach,Los Angeles,439.2422,2514470,Logistics & Transportation,1
1015,52,Johnson Creek Enterprises,WI,Hartland,Milwaukee-Waukesha-West Allis WI,438.7342,8512000,Consumer Products & Services,2
1016,21,Smarter Agent Mobile,NJ,Collingswood,Philadelphia,438.2906,3059692,Software,1
1017,17,VCA,AZ,Phoenix,Phoenix,438.2234,6264129,Business Products & Services,3
1018,162,Gorilla Commerce,IL,Chicago,Chicago,437.9196,16125297,Software,4
1019,13,Three Square Design Group,TX,Houston,Houston,437.6101,2083325,Construction,1
1020,11,Avanti Global Resources,MN,Spring Park,Minneapolis,436.558,5201409,Computer Hardware,1
1021,20,Edelberg & Associates,GA,Dacula,Atlanta,436.1943,3669928,Health,1
1022,87,Choice Home Warranty,NJ,Edison,New York City,435.9959,27130228,Insurance,3
1023,607,ARMA Global,FL,Tampa,Tampa,435.6846,172852037,Government Services,1
1024,218,Inthinc,UT,Salt Lake City,Salt Lake City,435.5514,44308383,Telecommunications,5
1025,280,Relias Learning,NC,Cary,Raleigh-Cary NC,434.8736,42945000,Software,2
1026,123,TEEMA Solutions Group,CA,Irvine,Los Angeles,434.6566,40404000,Human Resources,2
1027,17,Candlelight Homes,UT,South Jordan,Salt Lake City,434.471,60095919,Construction,1
1028,42,SalesRoads,FL,Coral Springs,Miami,434.1605,2024399,Business Products & Services,1
1029,29,360 Cloud Solutions,AZ,Scottsdale,Phoenix,433.6858,3008979,Software,2
1030,19,Fusion PPT,VA,Vienna,Washington DC,431.8811,3412310,IT Services,1
1031,21,More Than Rewards,WI,Franklin,Milwaukee-Waukesha-West Allis WI,431.8269,2137008,Software,1
1032,133,Axiom Technology Group,IL,Des Plaines,Chicago,431.7071,10117679,IT Services,1
1033,10,StaffRehab,CA,Newport Beach,Los Angeles,431.4682,2386388,Health,1
1034,75,The Big Salad,MI,Grosse Pointe Farms,Detroit,430.53,2220146,Food & Beverage,1
1035,27,GreenerU,MA,Watertown,Boston,429.3323,7753897,Engineering,1
1036,29,FyrSoft,TX,Houston,Houston,428.6026,4842000,IT Services,1
1037,33,MeritCard,TX,Dallas,Dallas,428.5101,11503291,Financial Services,1
1038,80,Landmark Home Warranty,UT,Riverton,Salt Lake City,428.3527,9984128,Insurance,2
1039,11,GiftCardRescue.com,MD,Ellicott City,Baltimore,428.0628,10063019,Consumer Products & Services,2
1040,29,FreightPros,TX,Austin,Austin,427.9143,10185405,Logistics & Transportation,2
1041,9,Nest Realty,VA,Charlottesville,Charlottesville VA,427.7425,7690000,Real Estate,2
1042,22,Merge Design & Interactive,IL,Chicago,Chicago,427.6163,7260000,Advertising & Marketing,2
1043,18,Symmetrics Group,GA,Atlanta,Atlanta,427.5818,3180527,Business Products & Services,1
1044,98,PitchBook Data,WA,Seattle,Seattle,427.3904,10590000,Financial Services,1
1045,50,IntelliAir,MO,Archie,Kansas City MO-KS,427.3479,7019000,Engineering,1
1046,10,Vertical Direct Marketing Group,CA,San Diego,San Diego,426.879,3436400,Advertising & Marketing,2
1047,33,Imagine Easy Solutions,NY,New York,New York City,425.3973,6312029,Education,2
1048,23,King of Carts,SC,Columbia,Columbia SC,424.9881,5567704,Retail,1
1049,62,Bush Construction,IA,Davenport,Davenport-Moline-Rock Island IA-IL,424.6077,46251968,Construction,1
1050,43,Integrity Engineering & Design Solutions,AZ,Scottsdale,Phoenix,423.9347,4610982,Engineering,3
1051,90,Allied Wallet,CA,West Hollywood,Los Angeles,423.6905,15646129,Financial Services,2
1052,7,RE/MAX Dynamic-The Duncan Duo & Associates,FL,Tampa,Tampa,423.4462,2800437,Real Estate,1
1053,22,4DSP,TX,Austin,Austin,423.4251,5467756,Telecommunications,1
1054,35,SoloHealth,GA,Duluth,Atlanta,422.9179,9104000,Health,1
1055,595,SCIO Health Analytics,CT,West Hartford,Hartford-West Hartford-East Hartford CT,422.2272,46849000,Health,2
1056,40,Inilex,AZ,Phoenix,Phoenix,421.9112,16690369,Security,3
1057,50,Mobomo,VA,Reston,Washington DC,421.2347,4000132,Software,2
1058,0,Fruitables Pet Food,TX,Dallas,Dallas,419.4628,5022478,Food & Beverage,2
1059,224,Santa Rosa Consulting,TN,Franklin,Nashville,419.4215,69670000,Health,2
1060,39,Enterprise Trenchless Technologies,ME,Lisbon Falls,Lewiston-Auburn ME,418.995,24403144,Construction,1
1061,75,Siteline Interior Carpentry,IL,Midlothian,Chicago,418.7352,14857001,Construction,1
1062,26,Confirm BioSciences,CA,San Diego,San Diego,418.6938,3451715,Health,2
1063,42,Fenton Family Dental,MD,Silver Spring,Washington DC,418.6516,5664080,Health,1
1064,20,4SIGHT Supply Chain Group,NJ,Paramus,New York City,418.4562,5649125,Logistics & Transportation,1
1065,20,Consolidated Construction Services,CA,Carlsbad,San Diego,418.3997,2903598,Construction,1
1066,3,ShedsForLessDirect.com,MO,O'Fallon,St. Louis MO-IL,418.2258,5071777,Retail,2
1067,16,Ypulse,NY,New York,New York City,418.1019,2953150,Business Products & Services,1
1068,36,RMGS,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News VA-NC,417.9423,5646788,Government Services,2
1069,21,KeyLogic Services,WV,Star City,Morgantown WV,417.4625,2438366,Government Services,1
1070,5,Phastek,TX,Houston,Houston,416.9049,4135549,Consumer Products & Services,1
1071,1102,United Shore Financial Services,MI,Troy,Detroit,416.0708,243797000,Financial Services,1
1072,85,Medical Guardian,PA,Philadelphia,Philadelphia,414.9967,10866976,Health,2
1073,96,Lyons Consulting Group,IL,Chicago,Chicago,414.9585,19566354,IT Services,5
1074,110,Rodda Electric,CA,Brentwood,San Francisco,414.9013,17637265,Energy,2
1075,219,C1 Bank,FL,St. Petersburg,Tampa,414.1234,70147000,Financial Services,2
1076,117,AustinCSI,TX,Plano,Dallas,414.0259,15706792,IT Services,3
1077,34,The Credit Pros Intl,NJ,Newark,New York City,414.0156,2369879,Financial Services,1
1078,60,R P Funding,FL,Maitland,Orlando FL,414.0074,14792099,Financial Services,2
1079,62,Clarity Software Solutions,CT,Madison,New Haven-Milford CT,413.8417,37616852,Business Products & Services,3
1080,46,Zapata Technology,GA,Augusta,Augusta-Richmond GA-SC,413.2471,3069736,IT Services,1
1081,105,CityTech,IL,Chicago,Chicago,412.8562,19368558,Software,3
1082,30,DeviceFidelity,TX,Richardson,Dallas,411.9349,4352486,Telecommunications,1
1083,134,Moz,WA,Seattle,Seattle,411.4906,29296411,Software,4
1084,63,Sriven Technologies,VA,Herndon,Washington DC,411.4004,3012803,IT Services,1
1085,400,N2 Publishing,NC,Wilmington,Wilmington NC,410.0752,38608714,Media,4
1086,98,Magnet 360,MN,St. Louis Park,Minneapolis,409.9567,25475142,Advertising & Marketing,2
1087,22,Click Rain,SD,Sioux Falls,Sioux Falls SD,409.9096,2917565,Advertising & Marketing,2
1088,11,ADI Energy,RI,Smithfield,Providence-New Bedford-Fall River RI-MA,409.9017,8458780,Energy,3
1089,314,Diversity Search Group,OH,Columbus,Columbus OH,409.279,8904911,Human Resources,1
1090,50,Q1Media,TX,Austin,Austin,408.3561,22186952,Advertising & Marketing,2
1091,32,Summit Custom Homes,MO,Lee's Summit,Kansas City MO-KS,408.1102,64136719,Construction,1
1092,150,Zantech IT Services,VA,Tysons Corner,Washington DC,407.769,23307299,Government Services,3
1093,100,Omelet,CA,Culver City,Los Angeles,406.9462,25053502,Advertising & Marketing,1
1094,400,EndoChoice,GA,Alpharetta,Atlanta,406.5281,50834000,Health,5
1095,121,KEMP Technologies,NY,New York,New York City,405.7161,24330000,Software,1
1096,28,Keiland Construction,LA,Lake Charles,Lake Charles LA,405.33,8476128,Construction,1
1097,15,Suzanne Evans Coaching of SC,SC,Murrells Inlet,Georgetown SC,405.2069,6068075,Business Products & Services,3
1098,8,Dorm Company,NY,Cheektowaga,Buffalo-Niagara Falls NY,405.0109,3973219,Retail,1
1099,25,MPactWealth,CA,Walnut Creek,San Francisco,404.6732,4876829,Education,3
1100,668,HubSpot,MA,Cambridge,Boston,404.5499,77634340,Software,4
1101,40,ColdLight,PA,Wayne,Philadelphia,403.8462,5633000,Software,2
1102,850,Arista Networks,CA,Santa Clara,San Jose,403.6657,361224000,Software,1
1103,28,Vetora,UT,Orem,Provo-Orem UT,403.6738,5621000,Retail,2
1104,80,Genelex,WA,Seattle,Seattle,403.5719,11467082,Health,1
1105,23,Westrax Machinery,CA,Rancho Dominguez,Los Angeles,402.3751,7198960,Construction,1
1106,6,SimpleRay,MN,St. Paul,Minneapolis,401.9734,2111300,Energy,2
1107,895,PalmerHouse Properties,GA,Atlanta,Atlanta,401.888,11785029,Real Estate,4
1108,50,Cormac,VA,Herndon,Washington DC,401.7211,11681327,IT Services,1
1109,30,Wafels & Dinges,NY,New York,New York City,400.8655,3022693,Food & Beverage,1
1110,204,IMS - Internet Media Services,FL,Miami,Miami,400.4386,104318756,Advertising & Marketing,2
1111,10,The Ticket Group,CA,Tustin,Los Angeles,400.2633,11009859,Consumer Products & Services,1
1112,430,Conexess Group,TN,Nashville,Nashville,399.7598,11437207,IT Services,1
1113,13,Olollo,NY,Brooklyn,New York City,398.6123,2040830,Manufacturing,1
1114,13,EnSite Solutions,TX,Irving,Dallas,398.5831,9367508,Business Products & Services,2
1115,24,ColoCrossing,NY,Williamsville,Buffalo-Niagara Falls NY,397.1068,5992662,IT Services,1
1116,66,Wholesale Screening Solutions,VA,Purcellville,Washington DC,396.7489,6869114,Business Products & Services,1
1117,1628,Freedom Mortgage,NJ,Mount Laurel,Philadelphia,395.5894,369239144,Financial Services,2
1118,2800,CCS Construction Staffing,NC,Charlotte,Charlotte,395.1582,12975947,Human Resources,3
1119,8,Space Saving Solutions,SC,Lexington,Columbia SC,394.0233,4020910,Business Products & Services,2
1120,10,Flip Flop Shops,GA,Kennesaw,Atlanta,393.7171,30565075,Retail,5
1121,24,ShoeZoo.com,CA,Paramount,Los Angeles,393.5124,17524822,Retail,3
1122,87,Pensionmark Retirement Group,CA,Santa Barbara,Santa Barbara-Santa Maria-Goleta CA,393.4636,8432977,Financial Services,3
1123,250,Resmac,FL,Boca Raton,Miami,393.0947,9825445,Financial Services,1
1124,15,Ads Direct Media,FL,Palm Beach Gardens,Miami,392.785,46382270,Advertising & Marketing,2
1125,240,Whitacre Logistics,OH,Portage,Toledo OH,392.535,28813300,Logistics & Transportation,2
1126,113,IPT Associates,MA,Billerica,Boston,392.5363,19923538,Government Services,2
1127,545,VIVA Pediatrics,TX,Dallas,Dallas,392.0451,12717938,Health,1
1128,104,Vitals,NJ,Lyndhurst,New York City,391.6263,14006000,Health,5
1129,30,SpringAhead,CA,San Francisco,San Francisco,391.1479,4531935,Software,3
1130,43,CFM Engineering,MD,Millersville,Baltimore,390.0507,22386739,Construction,6
1131,8,Action Staffing Solutions,CO,Loveland,Fort Collins-Loveland CO,389.9346,2585875,Human Resources,1
1132,340,Consumer United,MA,Boston,Boston,389.8158,17328688,Insurance,3
1133,143,Livestream,NY,New York,New York City,389.6849,25138134,Media,3
1134,14,Elasticity,MO,St. Louis,St. Louis MO-IL,388.1356,2016000,Advertising & Marketing,1
1135,485,Veterans Enterprise Technology Solutions,VA,Clarksville,,387.6941,66030540,Government Services,5
1136,26,Modern Mechanical,VA,Ashburn,Washington DC,387.5382,3335444,Construction,1
1137,70,Avaap,NJ,Iselin,New York City,387.3287,13208480,IT Services,4
1138,29,Restoration Media,CA,Irvine,Los Angeles,387.2566,9374748,Media,4
1139,318,Cariloha,UT,Sandy,Salt Lake City,386.9199,18999901,Retail,3
1140,2,Conejo Deals,CA,Westlake Village,Los Angeles,386.656,2159755,Advertising & Marketing,1
1141,185,OneKreate,FL,Hollywood,Miami,386.4638,63143000,Advertising & Marketing,2
1142,773,F.L.E.R.T.,AL,Bessemer,Birmingham-Hoover AL,385.651,3312475,Manufacturing,1
1143,23,Kalisher,NC,Carrboro,Durham NC,384.3417,6218076,Media,1
